학년,학기,이수구분,학수번호,학부(과),교과목명,학점,시간,교과목해설
2학년,2학기,1교직,HATT0200,문헌정보학전공,교육봉사활동1,1,2,"초중등 학생들의 학습지도 등을 통하여 현장에서 학생들과 상호작용하는 경험을 쌓고, 예비교사로서 인성과 자질을 함양한다."
2학년,2학기,1교직,HATT0206,문헌정보학전공,교육봉사활동2,1,2,"예비교사로서 학생들과 실질적인 교류를 경험하고, 이것을 통해 교직에 관한 마음가짐을 새롭게 한다."
3학년,1학기,1전심,HAAH0002,문헌정보학전공,미디어센터운영,3,3,"학교도서관의 운영과 조직, 자료관리, 도서관 이용자 서비스 등 초?중?고등학교의 자료실, 도서관 등의 교육자료봉사의 제문제에 관한 이론과 실제를 교육하여 전문적 사서로서의 발전적인 역할수행을 하도록 한다."
3학년,1학기,1전심,HAAH2192,문헌정보학전공,공공도서관 경영,3,3,"지역사회 정보서비스 기관인 공공도서관의 기능과 목적, 법적 및 정책적 기반, 경영 관리 및 평가 등에 대한 탐구를 통하여 공공도서관 사서에게 요구되는 공중에 대한 정보서비스 마인드를 제고한다."
3학년,1학기,1전선,HAAH3221,문헌정보학전공,온라인정보검색,3,3,"각종 온라인 정보검색시스템을 이해하고, 검색에 관한 이론적 양상을 텍스트 데이터베이스를 중심으로 학습하며, 상용 온라인 시스템을 사용하여 탐색과 평가에 대한 실제적 경험을 함으로써 장차 검색전문가 및 서비스 운영자로서의 기초능력을 기른다."
3학년,1학기,1전선,HAAH3302,문헌정보학전공,디지털도서관과IT,3,3,"디지털도서관 구축에 필요한 기초적인 이론과 실제사례를 공부하고, 디지털 도서관 구축에 필요한 콘텐츠의 구성방법, 디지털 매체의 죽적 및 변환, 검색, 보존과 저작권법에 관한 제반 사항을 배움으로써 디지털도서관을 운영하는 미래의 사서로서의 자질을 함양한다."
3학년,1학기,1전심,HAAH9211,문헌정보학전공,의료정보이해및활용,3,3,"이 교과목에서는 의학사서로서의 자질을 함양하기 위하여, 기초 의학용어를 학습하고, 의학문헌색인 도구인 MeSH의 이론과 실제를 탐구하고자 한다."
3학년,1학기,1전심,HAAH9223,문헌정보학전공,콘텐츠기획및마케팅,3,3,"본 수업은 도서관 및 정보센터에서 운영하는 콘텐츠 및 프로그램 기획 및 마케팅과 관련한 이론을 학습하고, 이를 바탕으로 현장에서 유용하게 쓰일 수 있는 서비스, 콘텐츠, 프로그램 기획 기술을 습득한다."
3학년,1학기,1전심,HAAH9224,문헌정보학전공,소셜미디어데이터수집및분석,3,3,"본 과목은 소셜 미디어 데이터가 무엇인지, 그리고 소셜 미디어를 수집, 정리 및 분석하는 기술에 대해서 배운다. 소셜미디어 수집 및 분석에 대해서 이론적 그리고 기술적 접근을 시도한다. 특히 소셜 미디어를 이용한 문제 해결을 배우게 된다."
3학년,1학기,1교직,HATT0003,문헌정보학전공,교육평가,2,2,"교육평가에 관련된 검사문항 제작법, 검사의 양호도를 의미하는 타당도, 신뢰도, 객관도, 실용도, 문항의 난이도, 변별도 등에 관련된 이론을 살펴보고 이들 교육평가 분야에서의 최근 연구 동향을 파악하여 교육현장에서 효율적으로 활용할 수 있도록 한다."
3학년,1학기,1교직,HATT0090,문헌정보학전공,교육행정및교육경영,2,2,"교육행정 전반에 걸친 주요개념 및 이론들을 탐색하고 각 개념 및 이론들이 어떻게 교육현장에서 구현되고 있는지 이해한다. 교육조직, 직무동기, 교육리더십, 의사소통 및 의사결정, 인사행정, 재정, 장학, 학교 및 학급경영 등 교육행정 주요영역별 이론들을 실제적 적용 관점에서 탐구한다."
3학년,1학기,1교직,HATT0103,문헌정보학전공,특수교육학개론,2,2,"본 교과는 일반교육 예비교사를 대상으로 특수교육 대상자에 대한 이해, 특수교육과정, 장애영역별 특성 및 교수-학습 방법, 통합교육, 장애인을 위한 제반 서비스 지원과 관련된 사항을 교육함으로써 장애학생 통합 상황에서 교사로써의 역할을 준비하기 위한 과목이다."
3학년,1학기,1교직,HATT0200,문헌정보학전공,교육봉사활동1,1,2,"초중등 학생들의 학습지도 등을 통하여 현장에서 학생들과 상호작용하는 경험을 쌓고, 예비교사로서 인성과 자질을 함양한다."
3학년,1학기,1교직,HATT0206,문헌정보학전공,교육봉사활동2,1,2,"예비교사로서 학생들과 실질적인 교류를 경험하고, 이것을 통해 교직에 관한 마음가짐을 새롭게 한다."
3학년,1학기,1교직,HATT0210,문헌정보학전공,학교폭력예방및학생의이해,2,2,"중등 교육현장에서 생활지도의 주요한 쟁점이 되는 학교폭력을 효과적으로 다룰 수 있는 역량을 갖추기 위하여, 학교폭력의 구조, 유형, 원인, 위험요인 전반에 대한 이론적 이해와 더불어 학교폭력 예방 및 대처를 위한 다양하고 실제적인 접근을 다룬다."
3학년,2학기,1전선,HAAA9227,문헌정보학전공,문헌정보학세미나,3,3,문헌정보학 분야의 주요 이슈들에 대하여 논의하고 연구방법론에 대한 지식 배양을 통하여 개인별 과제에 대한 문제해결능력을 제고한다.
3학년,2학기,1전선,HAAA9229,문헌정보학전공,디지털데이터분석기초,3,3,"본 과목에서는 다양한 형태의 데이터 수집, 분석, 활용을 위한 기본적인 개념을 배운다. 또한 데이터 수집 방법, 데이터 정제 도구, 데이터 분석 방법 및 데이터 시각화 도구 등을 배운다."
3학년,2학기,1전심,HAAH6008,문헌정보학전공,독서지도,3,3,"독서의 개념 형성에 필요한 독서이론을 독서능력과 독서흥미의 발달단계에 따라 배우고, 수준에 맞는 개별 또는 집단별, 주제별, 학교급별 등의 다양한 독서교육 방법과 학교급별에서의 정보이용과 정보활용능력 교육과정을 실제로 구안해 본다."
3학년,2학기,1전선,HAAH9225,문헌정보학전공,데이터시각화(캡스톤디자인),3,3,"이 교과목은 빅데이터 시대의 정보를 보호하기 위하여 관리적, 물리적, 기술적 정보보안을 다룬다."
3학년,2학기,1교직,HATT0056,문헌정보학전공,생활지도및상담,2,2,"청소년들의 전인적 발달과 정신건강을 돕기 위한 생활지도의 다양한 접근을 이해하고, 실제 학교 현장에서 활용할 수 있는 생활지도 방법을 학습한다."
3학년,2학기,1교직,HATT0070,문헌정보학전공,교육방법및교육공학,2,2,"교육공학과 관련한 기초적인 교수-학습이론 및 교수설계이론들을 탐구해 보고, 교사로서 혹은 교수설계자로서 효과적인 교수-학습환경을 설계 및 적용할 수 있는 능력을 배양시키고자 한다. 본 교과에서는 다양한 교수설계모형에 따라 실제 수업을 설계해보고, 학교교육뿐만 아니라 기업교육 등 다양한 맥락에서 교육공학을 활용할 수 있는 역량을 갖추도록 한다."
4학년,1학기,1전심,HAAH0009,문헌정보학전공,메타데이터이해및ICT활용(캡스톤디자인),2,2,"정보를 조직하는 방법의 기본 요소인 메타데이터의 이해를 위해 메타정보의 생성, 관리 및 이용에 대한 기본적인 개념을 이해한다. 또한 최신 개발되고 있는 메타데이터에 대한 동향을 살피고, 메타데이터의 유형과 유형에 따른 인코딩기법과 특징, 개발사례, 구현 방식 등에 대해 실습으로 익힌다. XML, RDF, OWL 등 시맨틱 웹 언어를 통해 직접 메타데이터를 구현한다."
4학년,1학기,1전선,HAFU0020,문헌정보학전공,라키비움의이해,3,3,"기록 관리의 사회·문화적 중요성에 대한 인식을 바탕으로, 기록물의 평가, 입수, 인증, 보존, 접근점 제공 등 기록관리 분야의 이론, 실제, 현안에 대하여 학습하여, 향후 기록관리 전문가로 진출하였을 때 필요한 기본 지식과 태도를 갖출 수 있도록 한다."
4학년,1학기,1교직,HATT0100,문헌정보학전공,학교현장실습,2,2,예비로사로서 수양과 덕목을 쌓는 기회를 만든다.
4학년,2학기,1전선,HAAH0010,문헌정보학전공,기록관리,3,3,"기록 관리의 사회?문화적 중요성에 대한 인식을 바탕으로, 기록물의 평가, 입수, 인증, 보존, 접근점 제공 등 기록관리 분야의 이론, 실제, 현안에 대하여 학습하여, 향후 기록관리 전문가로 진출하였을 때 필요한 기본 지식과 태도를 갖출 수 있도록 한다."
4학년,2학기,1전선,HAAH9001,문헌정보학전공,도서관과저작권,3,3,"저작권의 특징과 내용, 권리 범위 등에 대하여 살펴보고, 특히 디지털 정보환경에서 논란이 되고 있는 디지털 저작권의 권리 범위와 문제점, 개선 방안 등에 대하여 논의한다."
4학년,2학기,1교직,HATT0100,문헌정보학전공,학교현장실습,2,2,예비로사로서 수양과 덕목을 쌓는 기회를 만든다.
4학년,2학기,1교직,HATT0211,문헌정보학전공,교직과미래교사,2,2,"이 과목은 교직과 교사의 개념, 교직의 전문성과 개발, 교사의 역할과 책임, 교사의 양성과 발달 프로그램, 교사의 인간관계와 교직 수행에 미치는 영향 등을 두루 살펴보고, 특히 급변하는 교직환경 속에서 교사로서의 진로 목표를 이해하고 가다듬고자 한다."
3학년,2학기,1전선,HARF0001,인문사회과학대학,취업과창업(인문사회),1,1,"전공과정 3학년 학생을 대상으로 취, 창업 트렌드와 최신 정보 제공, 취업 선배 현직자 및 전문가 특강, 직업 선호도 검사, 자기소개서 작성 지도 및 면접스킬 특강 등을 통해 졸업 후 진로 설정에 도움을 주며, 취·창업 전략을 수립, 설계하고 준비할 수 있도록 한다."
1학년,1학기,1전선,HASP0001,공간환경학부,환경과주택의이해,3,3,자연환경 및 사회환경 등 다양한 환경과 주거의 관계를 파악하고 환경의 관점에서 주거공간계획을 이해하고 사례를 분석한다.
1학년,1학기,1전선,HASP0003,공간환경학부,글로컬시대국토의이해,3,3,"글로컬시대 국토의 이해는 우리나라의 자연?인문 환경을 폭넓게 이해하는 것에 목표를 두고 있으며, 계통적이며, 지역분석적 접근방법을 병용한다."
1학년,1학기,1전선,HASP0012,공간환경학부,환경과공간정보의이해,3,3,"인간 삶의 공간은 자연과 인문을 포괄하는 여러 물리적 환경으로 구성되고, 인간과 환경은 다양한 상호작용으로 연결된다. 본 교과목은 현실 세계 자연환경과 인문환경 개관을 다루며, 인간-환경 간 상호작용의 분석 및 이해를 위한 공간정보 유형 및 특성을 소개한다."
1학년,2학기,1전선,HAFU0027,공간환경학부,신흥시장론,3,3,"개발도상국 중에 급속한 경제발전을 보이는 국가들이 증가했으며, 세계의 많은 국가들이 경쟁이 덜 치열하고 향후 성장 잠재력이 높은 이러한 신흥시장으로 눈을 돌리고 있다. 수출증진에 진력해야하는 우리나라의 미래는 중국, 러시아, 말레이-인도네시아, 베트남, 중남미, 아프리카 등 신흥시장에서 판가름날 것이다. 이 교과목에서는 신흥시장의 특성, 우리나라와의 경제교류현황 등 시장적 관점에서 신흥시장을 상세히 분석해 볼 것이다."
1학년,2학기,1전선,HASP0002,공간환경학부,도시와인문환경,3,3,"본 강좌는 도시 공간이 인간 활동에 어떻게 영향을 미치고 영향을 받는지 조사하면서 도시와 인간 환경 사이의 역동적인 관계를 탐구한다. 도시공간과 사회의 관계를 포함하여 도시와 인문환경에 관련된 주요 개념, 이론 및 실제 적용 사례에 대한 포괄적 이해를 얻는 것을 목적으로 한다."
1학년,2학기,1전선,HASP0005,공간환경학부,인구와공간환경,3,3,"고출산, 저출산ㆍ고령화, 1인 가구의 증가, 이주노동자ㆍ망명자, 인구압ㆍ자원배분문제 등 국내외로 인구에 관련된 문제들이 끊임없이 제기되고 우리 사회에 관련 정책들을 요구한다. 본 강좌는 인구에 관련된 문제들을 지리학적 관점에서 접근해 보고 해결책을 모색하고자 한다. 먼저 세계 인구 동향을 시공간적으로 파악하고 인구의 자연적 변화 요인인 출생과 사망(질병)을 이론적으로 접근한다. 나아가 성과 연령이라는 측면에서 인구의 구조를 파악하고 고출산과 저출산ㆍ고령화 문제를 논의한다. 또한 인구의 사회적 변화 요인인 이주에 관한 이론을 정리한다. 국제이주에서 주요 이슈인 이주노동자와 망명자(탈북자)를 고찰하고 관련 이주정책을 논의하고 국내이주에서 쟁점인 도시화와 교외화에 관해 토론한다. 끝으로 인구를 자원과 관련지어 자원 생산ㆍ소비ㆍ배분에 관한 논하고 자원을 둘러싼 분쟁에 관해 토론한다."
